cluster,n,m,modularity,cpm_score,connectivity,ktruss_vals
184268,23,24,2.60721675412535e-07,21.47,1.0,3.0
2662,131,641,6.963006279678824e-06,555.85,1.0,8.0
63122,44,58,6.300750153978212e-07,48.54,1.0,3.0
66087,43,54,5.866247829673279e-07,44.97,1.0,3.0
94428,35,42,4.5626738632530823e-07,36.05,1.0,3.0
2184,153,564,6.126687562314253e-06,447.72,1.0,7.0
77860,39,49,5.322977200598283e-07,41.59,1.0,3.0
2040,166,392,4.258238667408103e-06,255.04999999999998,1.0,5.0
94554,35,40,4.345333486132865e-07,34.05,1.0,3.0
252278,16,16,1.738136461110249e-07,14.8,1.0,3.0
36981,59,81,8.799388544297178e-07,63.89,1.0,4.0
93981,35,55,5.974838790259057e-07,49.05,1.0,3.0
89383,36,49,5.323066569725003e-07,42.7,1.0,3.0
216752,20,22,2.3898936956221525e-07,20.1,1.0,3.0
173823,24,30,3.259038954620271e-07,27.24,1.0,3.0
215941,20,36,3.9108156857425287e-07,34.1,2.0,2.0
20292,83,165,1.7923667685963158e-06,130.97,1.0,3.0
51791,49,78,8.473466678590377e-07,66.24,1.0,3.0
34784,61,100,1.0863381936110521e-06,81.7,1.0,5.0
34971,61,104,1.1297651511644801e-06,85.7,1.0,3.0
20652,82,185,2.009591688938503e-06,151.79,1.0,6.0
122716,30,35,3.80221314302367e-07,30.65,1.0,3.0
58380,46,71,7.712845007544837e-07,60.65,1.0,3.0
39211,57,142,1.5425870093714793e-06,126.03999999999999,1.0,8.0
32698,63,95,1.0320042888186617e-06,75.47,1.0,3.0
2460,139,477,5.180590612989874e-06,381.09000000000003,2.0,6.0
82347,38,38,4.1278833681836965e-07,30.97,1.0,2.0
74434,40,65,7.061258888014657e-07,57.2,1.0,3.0
63482,44,45,4.888300732714823e-07,35.54,1.0,3.0
2639,132,560,6.082902087378478e-06,473.53999999999996,2.0,6.0
4393,102,295,3.2045664661653966e-06,243.49,1.0,7.0
3658,113,228,2.476765095867218e-06,164.72,1.0,4.0
1394,239,1389,1.5087581139904104e-05,1104.59,3.0,7.0
46561,52,65,7.060675310012907e-07,51.74,1.0,4.0
129261,29,47,5.105786856888693e-07,42.94,1.0,4.0
896,372,3019,3.278650027095475e-05,2328.94,4.0,9.0
15391,98,220,2.3898875807775187e-06,172.47,1.0,4.0
155267,26,32,3.476292968197365e-07,28.75,1.0,2.0
65848,43,52,5.648964006029443e-07,42.97,1.0,2.0
21992,79,121,1.3144631693863584e-06,90.19,1.0,4.0
75242,40,49,5.323084024651006e-07,41.2,1.0,3.0
116419,31,45,4.888480065771104e-07,40.35,1.0,3.0
137719,28,30,3.25904192007828e-07,26.22,1.0,3.0
195846,22,29,3.1503729435469745e-07,26.69,1.0,3.0
634,472,4900,5.319942883571825e-05,3788.44,4.0,13.0
195943,22,38,4.128070600965197e-07,35.69,1.0,2.0
1499,226,1807,1.9628174114990704e-05,1552.75,3.0,11.0
57834,46,66,7.169296009265485e-07,55.65,1.0,4.0
130195,29,32,3.476249592731327e-07,27.939999999999998,1.0,2.0
780,415,3657,3.970785945740696e-05,2797.95,5.0,9.0
244556,17,29,3.15040358444943e-07,27.64,1.0,2.0
110567,32,45,4.888533756168735e-07,40.04,1.0,2.0
60502,45,56,6.083388584351447e-07,46.1,1.0,3.0
78302,39,45,4.888579379257807e-07,37.59,1.0,3.0
1200,294,2386,2.591576567221162e-05,1955.29,3.0,8.0
1987,171,470,5.105590629041921e-06,324.65,1.0,6.0
46465,52,70,7.604450927584245e-07,56.74,1.0,2.0
4718,101,165,1.7924168690519643e-06,114.5,1.0,2.0
129137,29,46,4.997135162684352e-07,41.94,1.0,3.0
68373,42,69,7.495666519471419e-07,60.39,1.0,3.0
49638,50,127,1.379608868216925e-06,114.75,1.0,5.0
2078,162,1022,1.1101259350382217e-05,891.59,2.0,11.0
700,436,4909,5.331494628894851e-05,3960.7,5.0,11.0
129131,29,45,4.888403303160133e-07,40.94,1.0,3.0
104600,33,50,5.431716710833039e-07,44.72,1.0,3.0
16582,94,124,1.3470320463241322e-06,80.28999999999999,1.0,2.0
252789,16,19,2.0640262322471367e-07,17.8,1.0,3.0
94249,35,42,4.562324642290977e-07,36.05,1.0,3.0
1347,253,2172,2.3589060104450948e-05,1853.22,3.0,10.0
81690,38,67,7.278325477918665e-07,59.97,1.0,4.0
34709,61,100,1.0863121313332765e-06,81.7,1.0,4.0
30246,66,77,8.364875585826189e-07,55.55,1.0,3.0
944,347,3335,3.622176971733726e-05,2734.69,4.0,7.0
65970,43,63,6.843989657398239e-07,53.97,1.0,3.0
2150,156,1051,1.1415265002434334e-05,930.1,2.0,9.0
30077,66,109,1.1840611707924842e-06,87.55,1.0,4.0
164341,25,27,2.933054369078282e-07,24.0,1.0,3.0
4176,105,185,2.009722742621263e-06,130.4,1.0,4.0
30112,66,204,2.216082293977221e-06,182.55,1.0,7.0
15390,98,200,2.1726384275008344e-06,152.47,1.0,6.0
40587,56,82,8.907810599759006e-07,66.6,1.0,4.0
164549,25,46,4.997121872558393e-07,43.0,2.0,2.0
4345,103,204,2.216058047264305e-06,151.47,1.0,4.0
46543,52,65,7.061182330752286e-07,51.74,1.0,3.0
136660,28,30,3.2589840637004393e-07,26.22,1.0,3.0
71191,41,85,9.233196385244221e-07,76.8,1.0,4.0
216639,20,25,2.715840521805276e-07,23.1,1.0,3.0
19467,85,191,2.0748972267228445e-06,155.3,1.0,5.0
43381,54,79,8.582145849381469e-07,64.69,1.0,2.0
3056,122,278,3.019971378811025e-06,204.19,1.0,4.0
137009,28,30,3.2589734705450973e-07,26.22,1.0,3.0
2115,159,377,4.095329681052955e-06,251.39,1.0,6.0
90173,36,46,4.997164597163785e-07,39.7,1.0,2.0
24593,74,141,1.5317280834926028e-06,113.99,1.0,4.0
31672,64,169,1.8357561474445385e-06,148.84,1.0,4.0
19437,85,190,2.0639380503362636e-06,154.3,1.0,5.0
48126,51,95,1.031997740322632e-06,82.25,1.0,2.0
183480,23,27,2.933037892803579e-07,24.47,1.0,3.0
17111,92,234,2.541926673779815e-06,192.14,1.0,6.0
45215,53,58,6.300770149208011e-07,44.22,1.0,3.0
22970,77,124,1.347045188634503e-06,94.74,1.0,4.0
146890,27,27,2.933059471813956e-07,23.49,1.0,3.0
22397,78,151,1.6403292015170399e-06,120.97,1.0,8.0
194646,22,23,2.4986068755047977e-07,20.69,1.0,2.0
68517,42,79,8.581987052660348e-07,70.39,1.0,3.0
2180,153,765,8.309583648326561e-06,648.72,2.0,8.0
43395,54,86,9.342475874078502e-07,71.69,1.0,3.0
137395,28,43,4.671174274547775e-07,39.22,1.0,3.0
103922,33,61,6.626613835221478e-07,55.72,1.0,4.0
35954,60,71,7.713073256938851e-07,53.3,1.0,2.0
1106,315,3646,3.959288762422742e-05,3151.45,4.0,12.0
85581,37,48,5.21448831478878e-07,41.34,1.0,3.0
30195,66,107,1.162342598455874e-06,85.55,1.0,3.0
1189,298,2593,2.8163613050614394e-05,2150.47,3.0,10.0
39359,57,81,8.799346390301257e-07,65.03999999999999,1.0,3.0
71448,41,64,6.952542464155214e-07,55.8,1.0,3.0
960,341,2550,2.769003411559957e-05,1970.3,2.0,7.0
18396,88,278,3.0198943369731653e-06,239.72,1.0,5.0
194252,22,26,2.8244601438628285e-07,23.69,1.0,3.0
116693,31,35,3.802230020554257e-07,30.35,1.0,2.0
43251,54,89,9.668422906495348e-07,74.69,1.0,3.0
185558,23,23,2.498590547635764e-07,20.47,1.0,3.0
226592,19,21,2.281276204941444e-07,19.29,1.0,2.0
49903,50,71,7.712882802308634e-07,58.75,1.0,3.0
194418,22,32,3.476239650731673e-07,29.69,1.0,3.0
40772,56,69,7.495781853394339e-07,53.6,1.0,2.0
1453,231,1662,1.8050499568155654e-05,1396.35,3.0,7.0
26584,71,99,1.0754720298136283e-06,74.15,1.0,3.0
15722,97,193,2.096598802096234e-06,146.44,1.0,4.0
29268,67,132,1.4339532331601337e-06,109.89,1.0,7.0
56290,47,76,8.255902002086277e-07,65.19,1.0,2.0
115638,31,38,4.1280593023666054e-07,33.35,1.0,3.0
1061,322,2782,3.0211929830370007e-05,2265.19,4.0,10.0
94849,35,46,4.997152379807235e-07,40.05,1.0,3.0
2702,130,535,5.811580715179221e-06,451.15,2.0,7.0
1750,200,1448,1.5727800715534842e-05,1249.0,3.0,12.0
1490,227,1070,1.162170603708823e-05,813.49,2.0,6.0
1020,328,2782,3.0215138378015065e-05,2245.7200000000003,4.0,9.0
129021,29,36,3.910838005011004e-07,31.939999999999998,1.0,4.0
217813,20,20,2.1726597235963088e-07,18.1,1.0,3.0
116231,31,41,4.454026212291856e-07,36.35,1.0,2.0
40669,56,75,8.147381984720986e-07,59.6,1.0,3.0
57926,46,84,9.125157425297314e-07,73.65,1.0,4.0
2203,152,1071,1.163336879271351e-05,956.24,2.0,10.0
154706,26,30,3.2590239225717103e-07,26.75,1.0,3.0
25178,73,109,1.1840644400838086e-06,82.72,1.0,3.0
12654,100,222,2.4116501644232228e-06,172.5,1.0,5.0
2342,145,460,4.996974429136483e-06,355.6,1.0,4.0
146669,27,39,4.2367708093662636e-07,35.49,1.0,3.0
1425,234,1802,1.9572374181227837e-05,1529.3899999999999,3.0,10.0
3887,109,202,2.1943944337364817e-06,143.14,1.0,4.0
48271,51,73,7.929777004128608e-07,60.25,1.0,3.0
33751,62,79,8.581908568189568e-07,60.09,1.0,4.0
388,620,12127,0.00013157814714311245,10208.1,7.0,13.0
68557,42,54,5.866175959138642e-07,45.39,1.0,3.0
138076,28,30,3.2590463011434446e-07,26.22,1.0,3.0
53802,48,91,9.885647371707149e-07,79.72,1.0,4.0
2030,167,415,4.508190184922258e-06,276.39,1.0,6.0
81653,38,55,5.974840204095966e-07,47.97,1.0,2.0
163706,25,26,2.82441726849144e-07,23.0,1.0,3.0
109815,32,35,3.802181354116328e-07,30.04,1.0,3.0
67,1148,23843,0.0002579161880028258,17259.22,12.0,14.0
21585,80,119,1.2927288090173993e-06,87.4,1.0,3.0
68938,42,47,5.10574117125091e-07,38.39,1.0,2.0
2381,143,420,4.562318940179325e-06,318.47,1.0,7.0
38139,58,83,9.016618250323881e-07,66.47,1.0,3.0
123004,30,37,4.019415840693835e-07,32.65,1.0,2.0
4521,101,374,4.062624380064974e-06,323.5,1.0,7.0
89930,36,48,5.214453580191184e-07,41.7,1.0,2.0
40794,56,92,9.994248838116105e-07,76.6,1.0,3.0
15653,97,199,2.1617915195012263e-06,152.44,1.0,3.0
44761,53,90,9.77701691190519e-07,76.22,1.0,4.0
3863,109,249,2.7047985650021054e-06,190.14,1.0,8.0
2907,125,609,6.615292595501193e-06,531.5,2.0,9.0
1820,192,1203,1.3066284318588375e-05,1019.64,2.0,7.0
45190,53,88,9.559243411217486e-07,74.22,1.0,2.0
1796,195,1077,1.1697092512769106e-05,887.85,1.0,8.0
174814,24,24,2.607205604817551e-07,21.24,1.0,3.0
25820,72,183,1.987881866074959e-06,157.44,1.0,5.0
174895,24,25,2.7158464406246086e-07,22.24,1.0,2.0
936,352,2375,2.5796515500684394e-05,1757.24,2.0,8.0
558,513,5905,6.412181003376317e-05,4591.72,6.0,11.0
99643,34,36,3.910835088824857e-07,30.39,1.0,2.0
89407,36,50,5.431632081541451e-07,43.7,1.0,4.0
71379,41,61,6.626403172341794e-07,52.8,1.0,3.0
60195,45,74,8.038649273118095e-07,64.1,1.0,4.0
85372,37,53,5.757356728801015e-07,46.34,1.0,4.0
163387,25,42,4.562553892759413e-07,39.0,1.0,4.0
2214,151,354,3.845580259605357e-06,240.75,1.0,6.0
17718,90,214,2.324654770120613e-06,173.95,1.0,6.0
1578,219,1069,1.1610820147256497e-05,830.29,3.0,8.0
42101,55,63,6.843979447501274e-07,48.15,1.0,3.0
173842,24,27,2.9331264579433255e-07,24.24,1.0,2.0
236365,18,18,1.955408309626271e-07,16.47,1.0,2.0
3268,119,307,3.3348468367837586e-06,236.79,1.0,5.0
44715,53,87,9.450618662525933e-07,73.22,1.0,4.0
68482,42,56,6.083514160920892e-07,47.39,1.0,3.0
3478,116,507,5.507147300880864e-06,440.3,2.0,5.0
23080,77,133,1.4448335606116746e-06,103.74,1.0,2.0
3216,120,217,2.3573092393936014e-06,145.6,1.0,5.0
12616,100,256,2.781007068593404e-06,206.5,1.0,5.0
90166,36,43,4.6712746501824063e-07,36.7,1.0,2.0
49796,50,82,8.90761997518512e-07,69.75,1.0,3.0
303,700,9545,0.0001035713626178362,7098.5,7.0,9.0
31697,64,126,1.3687878057874108e-06,105.84,1.0,4.0
99689,34,65,7.061019162702357e-07,59.39,2.0,3.0
49665,50,78,8.473292598740727e-07,65.75,1.0,4.0
4378,103,176,1.9119475254642047e-06,123.47,1.0,3.0
252100,16,17,1.8467630555788708e-07,15.8,1.0,3.0
33603,62,106,1.151501835513107e-06,87.09,1.0,4.0
1305,262,2379,2.5837166156501518e-05,2037.09,3.0,12.0
48074,51,69,7.495639729445288e-07,56.25,1.0,3.0
37201,59,107,1.162390876826255e-06,89.89,1.0,2.0
69688,42,58,6.300821634173484e-07,49.39,1.0,3.0
164605,25,30,3.2590310814487495e-07,27.0,1.0,3.0
3276,119,361,3.921149189434699e-06,290.78999999999996,2.0,7.0
60385,45,70,7.604262242905534e-07,60.1,1.0,3.0
164730,25,39,4.236734330485735e-07,36.0,1.0,2.0
195902,22,23,2.4986066972999786e-07,20.69,1.0,2.0
194570,22,24,2.6072232081492227e-07,21.69,1.0,3.0
60339,45,56,6.083437806941833e-07,46.1,1.0,3.0
110780,32,33,3.584929823310019e-07,28.04,1.0,3.0
1196,296,1771,1.9235783209373453e-05,1334.4,3.0,8.0
129314,29,35,3.802118237450871e-07,30.939999999999998,1.0,4.0
27163,70,175,1.9010196310158578e-06,150.85,1.0,7.0
128906,29,55,5.974860278691819e-07,50.94,1.0,4.0
12415,100,278,3.0199596759766347e-06,228.5,1.0,5.0
49871,50,74,8.038783690593841e-07,61.75,1.0,4.0
194365,22,22,2.3899558312759813e-07,19.69,1.0,2.0
20706,82,140,1.5208443956705525e-06,106.78999999999999,1.0,3.0
22065,79,110,1.194807023972869e-06,79.19,1.0,3.0
2908,125,506,5.496631345164524e-06,428.5,2.0,9.0
32690,63,108,1.1732244572886952e-06,88.47,1.0,3.0
15414,98,155,1.6838147733498631e-06,107.47,1.0,2.0
195907,22,22,2.389971940519566e-07,19.69,1.0,2.0
2363,144,855,9.287870083462214e-06,752.04,2.0,6.0
3923,108,316,3.432755153733545e-06,258.22,1.0,7.0
137068,28,29,3.1503563339136986e-07,25.22,1.0,2.0
49650,50,107,1.1623810585963391e-06,94.75,1.0,4.0
130520,29,53,5.757596062593787e-07,48.94,1.0,2.0
12403,100,248,2.6940999290178087e-06,198.5,1.0,4.0
163588,25,25,2.715852512570268e-07,22.0,1.0,3.0
93867,35,78,8.473370047027195e-07,72.05,1.0,6.0
68413,42,62,6.735039834792614e-07,53.39,1.0,4.0
756,420,3352,3.640680814865955e-05,2472.1,5.0,10.0
206478,21,21,2.281324918880988e-07,18.9,1.0,2.0
21979,79,112,1.2166735182585354e-06,81.19,1.0,4.0
3651,113,228,2.4768159216518857e-06,164.72,1.0,3.0
35751,60,134,1.4556739852898304e-06,116.3,1.0,5.0
25777,72,105,1.1406604083148272e-06,79.44,1.0,3.0
33867,62,89,9.668459343185e-07,70.09,1.0,2.0
3522,115,427,4.638501958534214e-06,361.45,1.0,7.0
43333,54,91,9.885446600670132e-07,76.69,1.0,4.0
1227,287,1938,2.1047725467825516e-05,1527.59,3.0,10.0
145101,27,43,4.671218908659108e-07,39.49,1.0,3.0
32819,63,85,9.233910941722757e-07,65.47,1.0,3.0
48348,51,53,5.757532925865536e-07,40.25,1.0,2.0
48095,51,77,8.364872689702838e-07,64.25,1.0,4.0
4591,101,284,3.084893340192971e-06,233.5,1.0,5.0
27060,70,213,2.3138038903663457e-06,188.85,1.0,5.0
71255,41,65,7.061070581283585e-07,56.8,1.0,4.0
590,500,6902,7.491031298510967e-05,5654.5,5.0,13.0
49784,50,95,1.0319936722075529e-06,82.75,1.0,3.0
174198,24,36,3.910798380992442e-07,33.24,1.0,3.0
1385,241,1386,1.5051124024468084e-05,1096.8,3.0,8.0
183671,23,27,2.933033010168559e-07,24.47,1.0,3.0
2311,146,474,5.1490033728432545e-06,368.15,1.0,8.0
1582,218,1346,1.4619863608428947e-05,1109.47,2.0,11.0
51662,49,93,1.0102825388894986e-06,81.24,1.0,5.0
27226,70,113,1.2275231691076492e-06,88.85,1.0,3.0
71623,41,52,5.648980032956564e-07,43.8,1.0,3.0
29522,67,77,8.364796536351721e-07,54.89,1.0,3.0
3498,116,219,2.378907257733776e-06,152.3,1.0,3.0
130443,29,36,3.9108436777660665e-07,31.939999999999998,1.0,2.0
82076,38,51,5.540338148278426e-07,43.97,1.0,2.0
33638,62,111,1.2058362333781695e-06,92.09,1.0,4.0
2181,153,771,8.37529566218661e-06,654.72,2.0,9.0
104903,33,40,4.345367127013137e-07,34.72,1.0,2.0
1206,293,3448,3.7448790727186105e-05,3020.22,3.0,13.0
145585,27,32,3.4762548040421223e-07,28.49,1.0,2.0
27822,69,139,1.5099423187338923e-06,115.53999999999999,1.0,4.0
24739,74,129,1.401330067864949e-06,101.99,1.0,3.0
22093,79,153,1.662058013933318e-06,122.19,1.0,2.0
183871,23,27,2.9330256946247005e-07,24.47,1.0,3.0
90337,36,53,5.75750285527751e-07,46.7,1.0,3.0
1050,324,1655,1.7967688396570947e-05,1131.74,1.0,7.0
165045,25,25,2.715873826338704e-07,22.0,1.0,2.0
122304,30,37,4.0194704589956985e-07,32.65,1.0,3.0
174382,24,25,2.715780503366319e-07,22.24,1.0,2.0
4535,101,276,2.998212709091926e-06,225.5,1.0,5.0
21600,80,104,1.129763791762652e-06,72.4,1.0,3.0
184870,23,23,2.4985984444105726e-07,20.47,1.0,2.0
12514,100,273,2.965658726211995e-06,223.5,1.0,6.0
4489,102,151,1.6403842327289104e-06,99.49000000000001,1.0,3.0
71405,41,67,7.278496630075566e-07,58.8,1.0,3.0
43236,54,82,8.907876009483824e-07,67.69,1.0,3.0
75207,40,45,4.888545390524088e-07,37.2,1.0,3.0
56259,47,75,8.147534916320251e-07,64.19,1.0,3.0
81876,38,44,4.779781357653988e-07,36.97,1.0,3.0
129986,29,33,3.5849352800950023e-07,28.939999999999998,1.0,3.0
18051,89,156,1.694598893831856e-06,116.84,1.0,5.0
185415,23,41,4.453931583467601e-07,38.47,1.0,2.0
2265,149,331,3.595696518134085e-06,220.74,1.0,4.0
688,440,3795,4.1186263276192434e-05,2829.2,5.0,8.0
174177,24,29,3.1503957112779083e-07,26.24,1.0,3.0
1097,317,2527,2.7445971049340105e-05,2026.1399999999999,4.0,10.0
62797,44,70,7.604196013556563e-07,60.54,1.0,3.0
63211,44,80,8.690651030015402e-07,70.53999999999999,1.0,2.0
38180,58,85,9.233881425811982e-07,68.47,1.0,2.0
2853,126,479,5.201581070795176e-06,400.25,2.0,7.0
65830,43,51,5.540332169270711e-07,41.97,1.0,4.0
137782,28,35,3.802192849802369e-07,31.22,1.0,2.0
104831,33,50,5.431629663384666e-07,44.72,1.0,2.0
25171,73,110,1.194952981390819e-06,83.72,1.0,3.0
34818,61,105,1.1406514998146124e-06,86.7,1.0,3.0
36964,59,85,9.233687961467593e-07,67.89,1.0,3.0
1456,231,1046,1.1361616448120867e-05,780.35,3.0,6.0
77977,39,51,5.540364571863522e-07,43.59,1.0,4.0
582,501,4387,4.763483742322467e-05,3134.5,5.0,9.0
762,419,3726,4.046848882943804e-05,2850.29,5.0,15.0
23587,76,103,1.118940029913681e-06,74.5,1.0,2.0
1087,319,1968,2.136690346211806e-05,1460.79,4.0,6.0
82495,38,41,4.454007797007101e-07,33.97,1.0,2.0
3279,119,318,3.4545017088294024e-06,247.79,1.0,4.0
217062,20,21,2.281287456628502e-07,19.1,1.0,3.0
48397,51,76,8.256166527667589e-07,63.25,1.0,2.0
16860,93,123,1.3361107737780385e-06,80.22,1.0,2.0
1512,225,1294,1.4052865702447217e-05,1042.0,2.0,8.0
2728,129,487,5.289370021749425e-06,404.44,1.0,5.0
116910,31,31,3.3675906142574823e-07,26.35,1.0,3.0
85850,37,38,4.128042057804901e-07,31.34,1.0,3.0
4438,102,179,1.9444748589345885e-06,127.49000000000001,1.0,5.0
4385,103,186,2.0205797431799937e-06,133.47,1.0,2.0
1073,321,2318,2.51737375729385e-05,1804.4,3.0,9.0
43390,54,69,7.495750315566966e-07,54.69,1.0,4.0
2177,154,502,5.4532534062100715e-06,384.19,2.0,4.0
65547,43,56,6.083487542608676e-07,46.97,1.0,3.0
1278,270,2418,2.6261600457360054e-05,2054.85,3.0,8.0
53824,48,57,6.192125873516869e-07,45.72,1.0,3.0
68948,42,51,5.540343867059899e-07,42.39,1.0,3.0
45000,53,62,6.735297091741601e-07,48.22,1.0,3.0
41852,55,100,1.0863228248025896e-06,85.15,1.0,5.0
81724,38,62,6.734488354311187e-07,54.97,1.0,3.0
145054,27,34,3.693454692331016e-07,30.49,1.0,3.0
1454,231,1234,1.3402292098856326e-05,968.35,3.0,8.0
835,400,3838,4.1687186816872785e-05,3040.0,4.0,10.0
1747,200,1195,1.2979593389697624e-05,996.0,2.0,7.0
72005,41,45,4.888449145464735e-07,36.8,1.0,3.0
32963,63,86,9.342584974078203e-07,66.47,1.0,2.0
78162,39,53,5.757498323446348e-07,45.59,1.0,4.0
62786,44,55,5.974743083944737e-07,45.54,1.0,3.0
163974,25,28,3.041716899256783e-07,25.0,1.0,2.0
226649,19,21,2.2813179606318908e-07,19.29,1.0,2.0
1683,207,1308,1.4204568434531965e-05,1094.79,3.0,7.0
53945,48,57,6.192185508697449e-07,45.72,1.0,3.0
3196,120,334,3.62813874310714e-06,262.6,1.0,6.0
4396,102,253,2.748365647719207e-06,201.49,1.0,4.0
20236,83,173,1.8792755339663405e-06,138.97,1.0,5.0
136712,28,34,3.693563494044174e-07,30.22,1.0,3.0
18067,89,177,1.9227916416079826e-06,137.84,1.0,5.0
55930,47,74,8.038880564090719e-07,63.19,1.0,3.0
2306,146,374,4.062537029255351e-06,268.15,1.0,6.0
2991,124,347,3.769446205945436e-06,270.74,1.0,5.0
2062,164,378,4.1061459393578835e-06,244.34,1.0,4.0
65729,43,66,7.169749829670484e-07,56.97,1.0,4.0
919,361,3589,3.8979513965896306e-05,2939.2,4.0,12.0
22001,79,175,1.9010442008872813e-06,144.19,1.0,6.0
130560,29,33,3.5849574426966576e-07,28.939999999999998,1.0,2.0
46268,52,103,1.1189285469144074e-06,89.74,1.0,3.0
99088,34,43,4.6711958786366444e-07,37.39,1.0,2.0
145099,27,30,3.259017145182802e-07,26.49,1.0,2.0
145943,27,32,3.4762905762992376e-07,28.49,1.0,3.0
154473,26,30,3.259028584515994e-07,26.75,1.0,2.0
173574,24,28,3.0417127191146013e-07,25.24,1.0,3.0
1782,198,1466,1.5924779818592162e-05,1270.97,2.0,9.0
164404,25,26,2.8244588117523013e-07,23.0,1.0,2.0
110451,32,34,3.69355771005862e-07,29.04,1.0,3.0
1470,229,1316,1.4293419881445378e-05,1054.94,3.0,6.0
154990,26,30,3.2590249625915574e-07,26.75,1.0,2.0
4514,102,191,2.074902356867836e-06,139.49,1.0,2.0
858,390,3866,4.198001321252553e-05,3107.45,4.0,8.0
1174,300,2193,2.3820698887917342e-05,1744.5,3.0,11.0
24041,75,123,1.336183447562046e-06,95.25,1.0,4.0
130240,29,29,3.150408025112895e-07,24.939999999999998,1.0,3.0
85417,37,99,1.0754621748510965e-06,92.34,1.0,3.0
42096,55,70,7.604380389160136e-07,55.15,1.0,3.0
1678,207,1441,1.564986699787154e-05,1227.79,3.0,8.0
34859,61,87,9.451089321516095e-07,68.7,1.0,3.0
94042,35,54,5.866253387362315e-07,48.05,1.0,4.0
2829,127,332,3.6065281482273912e-06,251.99,1.0,5.0
1041,325,2640,2.8675538555720557e-05,2113.5,4.0,10.0
27215,70,117,1.271014948369001e-06,92.85,1.0,3.0
81668,38,62,6.735225215011102e-07,54.97,1.0,4.0
36876,59,80,8.690529833035917e-07,62.89,1.0,5.0
22475,78,161,1.7489861913549205e-06,130.97,1.0,5.0
1485,227,1403,1.5238948193855401e-05,1146.49,3.0,7.0
32707,63,94,1.0211563231557494e-06,74.47,1.0,4.0
2701,130,566,6.148147916753042e-06,482.15,2.0,6.0
78773,39,41,4.454002497183978e-07,33.59,1.0,3.0
665,453,5066,5.50179324984838e-05,4042.2200000000003,5.0,16.0
4007,107,363,3.94299986246639e-06,306.29,2.0,6.0
467,552,8939,9.7061660054305e-05,7418.24,6.0,11.0
2992,124,309,3.3565780900159773e-06,232.74,2.0,4.0
39224,57,120,1.3035950558393864e-06,104.03999999999999,1.0,3.0
27280,70,98,1.0646010546631118e-06,73.85,1.0,3.0
51757,49,71,7.71305153630875e-07,59.24,1.0,4.0
38243,58,73,7.93027151660092e-07,56.47,1.0,4.0
744,422,3774,4.096872926971135e-05,2885.69,2.0,7.0
24715,74,121,1.3144537563953815e-06,93.99,1.0,3.0
1413,236,658,7.147431203234445e-06,380.7,1.0,6.0
18386,88,162,1.7598454095900143e-06,123.72,1.0,5.0
30129,66,122,1.325334964249539e-06,100.55,1.0,4.0
605,490,7152,7.764675846762986e-05,5953.95,6.0,10.0
3022,123,495,5.377096590484005e-06,419.97,2.0,7.0
16800,93,171,1.8575484599321722e-06,128.22,1.0,4.0
3738,112,211,2.292158648457196e-06,148.84,1.0,2.0
19839,84,191,2.0748560223461813e-06,156.14,1.0,6.0
116260,31,35,3.8022054353702006e-07,30.35,1.0,3.0
51905,49,60,6.518015995457615e-07,48.24,1.0,3.0
41805,55,78,8.473263832234325e-07,63.15,1.0,4.0
2144,157,551,5.98545015096425e-06,428.53999999999996,1.0,7.0
138209,28,50,5.431731325988538e-07,46.22,1.0,2.0
195019,22,28,3.041718072340162e-07,25.69,1.0,3.0
38213,58,69,7.495791908394731e-07,52.47,1.0,4.0
228,760,12505,0.00013570026068169576,9620.8,8.0,11.0
49945,50,64,6.952503433759327e-07,51.75,1.0,3.0
50031,50,67,7.278438147030448e-07,54.75,1.0,3.0
940,350,2803,3.0434936760759485e-05,2192.25,4.0,9.0
82433,38,70,7.604374249945108e-07,62.97,1.0,2.0
1550,222,1054,1.144735176322827e-05,808.69,3.0,7.0
146369,27,32,3.476287199553948e-07,28.49,1.0,2.0
2411,142,249,2.704538208941495e-06,148.89,1.0,4.0
82461,38,42,4.5626039163863613e-07,34.97,1.0,3.0
3262,119,445,4.8337382924270736e-06,374.78999999999996,2.0,5.0
1091,319,3492,3.7915768155105705e-05,2984.79,4.0,10.0
445,576,4663,5.059965436861369e-05,3007.0,2.0,9.0
263662,14,14,1.5208854094506712e-07,13.09,1.0,2.0
2092,161,1028,1.1166488228229888e-05,899.2,2.0,10.0
1766,200,908,9.862843144396943e-06,709.0,2.0,6.0
184273,23,23,2.498599748492196e-07,20.47,1.0,2.0
78680,39,41,4.4540353730227e-07,33.59,1.0,3.0
3161,121,282,3.0633322997953312e-06,209.39999999999998,2.0,4.0
78572,39,62,6.735357629452879e-07,54.59,1.0,3.0
1118,312,1930,2.0964357713849825e-05,1444.84,1.0,9.0
18146,89,154,1.6728614343512736e-06,114.84,1.0,2.0
34752,61,95,1.0319914524068942e-06,76.7,1.0,4.0
15376,98,181,1.966266357669388e-06,133.47,1.0,5.0
145227,27,29,3.150404226458845e-07,25.49,1.0,3.0
21169,81,126,1.3687723881201435e-06,93.6,1.0,4.0
217,786,10627,0.00011527125953774945,7541.95,8.0,9.0
268,719,9657,0.00010478518860258776,7075.79,8.0,8.0
27069,70,143,1.5534216035656051e-06,118.85,1.0,4.0
21602,80,122,1.3253020369556508e-06,90.4,1.0,4.0
